Open,High,Low,Close,Volume
38.099998,38.439999,37.130001,37.950001,1426600
37.849998,38.0,37.43,37.52,968100
37.869999,37.869999,36.93,37.509998,901400
38.169998,38.5,37.619999,38.299999,1100600
38.400002,38.419998,37.59,37.740002,1128000
38.0,38.650002,37.68,38.130001,1310200
38.18,39.389999,37.900002,39.169998,1893200
39.189999,39.68,38.950001,39.48,1196600
39.450001,40.0,39.139999,39.240002,1139800
37.98,39.150002,37.5,38.419998,3266300
38.450001,38.869999,37.290001,37.889999,2261300
38.299999,39.0,38.049999,38.450001,966800
38.639999,38.75,38.209999,38.27,990700
38.5,38.509998,36.950001,37.040001,2017600
37.360001,39.290001,37.310001,39.279999,2701400
39.299999,39.650002,38.459999,38.540001,3122000
36.490002,37.389999,34.540001,35.16,9037800
35.720001,36.389999,35.599998,36.110001,2547300
36.150002,36.75,34.34,34.380001,2889400
34.459999,34.959999,33.799999,34.43,2762900
34.41,35.41,34.400002,35.099998,1959200
35.889999,36.099998,34.369999,34.830002,1964900
35.0,35.080002,34.25,34.650002,1546600
34.77,35.830002,34.700001,35.580002,1757700
36.0,36.919998,35.790001,36.650002,2087000
37.009998,37.880001,36.970001,37.689999,1150000
37.73,38.650002,36.880001,38.23,1158300
38.060001,39.439999,37.360001,38.470001,912100
38.869999,39.439999,38.650002,39.099998,1579500
38.900002,39.380001,38.849998,39.119999,1275100
39.0,39.490002,38.810001,38.98,822000
38.900002,38.91,36.77,36.849998,2021000
36.639999,36.650002,35.209999,35.290001,3279600
35.299999,36.060001,34.919998,35.150002,1316100
35.25,35.599998,34.939999,35.080002,1098500
35.259998,36.07,35.16,35.950001,1423000
35.950001,37.060001,35.740002,36.009998,1146300
36.200001,36.799999,36.200001,36.619999,440200
37.099998,38.52,36.77,37.529999,2378800
37.98,38.220001,37.66,37.860001,1808200
37.939999,38.380001,37.310001,38.16,1296300
38.23,38.240002,37.75,37.889999,1158700
42.360001,46.68,41.700001,43.93,14098500
43.599998,45.5,43.509998,44.34,6652400
43.099998,43.470001,40.209999,41.099998,5643600
41.110001,42.25,40.810001,42.009998,2264800
42.0,42.0,40.5,41.369999,1552400
41.970001,42.549999,41.509998,41.830002,1679000
41.799999,41.830002,40.330002,40.5,1696100
40.700001,42.009998,40.610001,41.860001,2121100
42.060001,44.549999,41.75,43.59,3447400
43.25,45.139999,43.049999,43.75,3149400
43.5,43.799999,42.509998,43.299999,1681400
44.189999,46.139999,43.91,45.59,3180400
45.5,45.950001,44.540001,45.450001,2118500
45.98,47.599998,45.389999,46.970001,3367900
47.459999,49.880001,47.07,47.830002,3011700
48.599998,50.200001,47.75,50.189999,3939400
51.0,52.919998,50.66,51.009998,3733800
50.900002,51.049999,48.98,50.43,2630000
50.5,52.400002,50.5,52.0,2795900
53.130001,53.740002,50.619999,51.200001,3622100
51.759998,54.990002,51.200001,54.939999,3639700
56.0,58.18,53.759998,53.990002,5522600
55.990002,55.990002,53.0,53.279999,2742800
53.849998,55.27,53.700001,54.110001,3050400
56.470001,56.470001,54.5,54.549999,3378700
56.389999,59.66,55.5,59.5,4366700
62.0,62.369999,55.119999,55.509998,9991000
57.5,58.200001,55.709999,55.790001,6769900
70.120003,75.769997,63.689999,69.400002,28605000
69.650002,81.0,69.25,76.760002,25082600
80.989998,88.0,79.150002,87.800003,22416900
94.220001,97.120003,81.150002,83.239998,37163900
81.800003,86.879997,78.110001,84.839996,16878700
94.699997,95.0,88.660004,92.25,21614000
92.5,94.440002,87.5,91.5,19002200
91.120003,92.5,88.629997,89.940002,8348400
88.5,89.989998,85.279999,87.589996,8998200
86.370003,90.959999,85.5,87.239998,8568000
84.809998,93.010002,83.050003,92.730003,12022200
92.599998,97.949997,92.0,97.080002,16124200
101.550003,110.75,100.300003,110.330002,19691900
113.550003,114.900002,99.0,104.629997,25099500
102.459999,109.540001,101.199997,104.949997,16133700
106.260002,106.440002,97.730003,97.760002,15172000
97.620003,97.620003,88.25,92.589996,19139600
92.75,96.419998,92.400002,94.839996,8856100
93.660004,97.970001,89.110001,95.370003,12224800
95.25,99.269997,95.110001,97.349998,9510900
98.0,102.900002,96.699997,102.040001,10711600
98.93,102.519997,98.57,100.050003,9228600
98.18,98.68,94.050003,94.470001,7394000
96.800003,100.480003,95.75,97.730003,9192700
99.0,99.279999,95.120003,98.18,5961600
100.0,102.519997,99.330002,100.300003,6564700
103.599998,104.75,101.199997,102.199997,7066200
101.75,103.980003,99.199997,103.389999,8795300
102.059998,106.669998,102.010002,104.68,8578900
104.650002,107.129997,99.449997,100.650002,10106500
103.699997,103.699997,97.5,99.550003,11718600
96.5,102.870003,95.300003,101.489998,7119800
103.099998,104.199997,100.550003,102.400002,5848700
103.800003,105.870003,102.660004,105.720001,6602600
106.75,110.25,106.129997,109.25,8744900
108.57,109.440002,106.709999,107.360001,5748600
109.360001,117.769997,109.150002,117.18,10903600
118.25,121.889999,115.5,117.82,12064100
118.0,119.25,114.269997,115.239998,4806700
118.32,120.279999,115.699997,120.089996,6818700
121.370003,122.18,118.82,121.610001,7814200
124.639999,125.32,121.910004,123.449997,8603300
123.190002,123.25,120.790001,122.269997,5600100
124.879997,126.089996,122.349998,125.610001,7483600
125.5,129.940002,124.510002,129.899994,11344000
133.029999,133.259995,126.82,127.260002,9922400
126.279999,126.32,107.300003,109.050003,32371900
106.519997,121.620003,104.5,120.25,26029000
120.970001,122.730003,116.18,119.029999,11398100
118.5,120.550003,116.510002,119.68,5890300
119.889999,126.68,119.879997,122.43,9797800
124.0,125.559998,121.82,122.739998,7736400
124.470001,124.5,119.559998,121.699997,6869000
120.400002,124.75,120.190002,124.07,5284300
128.139999,130.679993,126.610001,129.389999,9633100
129.320007,135.369995,128.25,134.619995,9678900
134.800003,137.490005,128.179993,131.740005,13127000
132.570007,134.970001,131.449997,134.279999,6351700
135.0,136.520004,132.630005,135.550003,5323600
134.589996,138.25,133.610001,138.0,6269900
140.009995,144.889999,139.649994,144.679993,10200700
144.75,145.729996,141.100006,142.149994,9254500
141.889999,141.949997,132.360001,134.229996,18212200
154.350006,158.880005,150.460007,153.479996,27246800
152.399994,155.949997,151.25,153.0,8927700
149.429993,150.5,142.050003,147.380005,14912200
149.5,149.839996,144.449997,145.429993,8748900
142.720001,144.839996,138.050003,139.360001,11693800
136.429993,143.600006,135.0,139.669998,10179200
141.630005,143.910004,140.970001,142.0,7108100
143.429993,147.380005,142.830002,144.899994,8037700
148.649994,149.779999,147.0,149.580002,6418200
150.0,150.309998,146.25,147.860001,6266300
149.220001,157.479996,148.139999,157.100006,10592400
157.0,162.300003,155.0,161.839996,12931900
165.149994,173.0,160.25,164.220001,24171100
162.300003,168.800003,160.949997,167.009995,17566900
169.059998,171.5,163.25,166.449997,14740100
164.220001,167.75,162.509995,166.059998,9436000
166.369995,169.210007,163.960007,169.0,11028400
173.399994,173.699997,166.399994,168.940002,12061100
169.770004,171.619995,165.559998,170.619995,11475700
170.100006,171.5,168.25,169.929993,6685300
168.570007,169.699997,165.149994,166.970001,8619700
163.119995,164.5,158.509995,160.699997,14344500
161.449997,167.5,160.630005,166.369995,8967800
166.410004,167.899994,162.130005,163.520004,5832500
164.0,166.759995,160.509995,164.929993,6160000
162.770004,166.369995,162.160004,165.539993,5401200
168.0,170.850006,165.850006,166.580002,7574900
165.080002,168.419998,163.360001,166.229996,5496900
167.070007,167.449997,164.199997,166.220001,5439700
170.800003,180.470001,169.080002,177.919998,15594600
178.899994,185.830002,178.559998,183.389999,13401700
184.479996,185.479996,177.110001,181.110001,8173400
179.139999,184.960007,177.649994,182.330002,6273400
183.559998,186.300003,180.5,185.240005,8252700
186.699997,189.679993,185.610001,188.639999,6614400
187.520004,191.279999,186.429993,190.899994,5916400
189.0,194.5,188.0,193.369995,8924700
193.960007,194.229996,188.369995,193.0,7755900
188.589996,191.830002,175.399994,180.949997,20775400
175.050003,179.690002,168.0,173.309998,23816500
176.399994,181.179993,172.649994,180.979996,14414000
182.460007,186.729996,180.259995,183.070007,11485600
184.399994,185.929993,173.210007,174.729996,13757200
174.729996,174.990005,161.5,168.779999,15316500
173.089996,175.75,169.690002,172.929993,8883900
172.75,179.289993,171.199997,178.699997,8311100
175.0,182.5,174.149994,179.720001,7769600
185.279999,188.789993,183.179993,183.940002,10978500
184.899994,187.300003,182.089996,183.559998,8205400
183.539993,184.800003,180.990005,182.800003,6705000
184.149994,185.960007,182.520004,183.399994,5930800
183.279999,183.389999,171.0,172.600006,11532100
170.5,177.779999,166.110001,171.539993,11386700
168.910004,171.809998,160.149994,164.5,13320400
165.0,174.5,162.830002,173.149994,10825700
174.210007,174.5,166.800003,169.660004,7595500
170.179993,170.5,162.199997,162.860001,7841700
162.759995,165.449997,153.0,164.470001,14111700
164.630005,167.679993,158.169998,159.220001,8401800
155.669998,162.440002,153.300003,159.940002,9333800
163.0,165.899994,160.410004,162.169998,7180600
165.0,175.389999,164.220001,175.199997,13120400
180.0,181.429993,171.360001,176.809998,22467100
154.809998,160.729996,146.350006,151.160004,31071700
144.190002,145.649994,137.619995,139.770004,22284700
136.479996,140.600006,132.320007,137.949997,22477900
141.0,145.419998,137.100006,144.699997,13997600
144.690002,144.699997,136.179993,137.800003,14985200
140.839996,142.369995,136.339996,138.699997,12658300
138.919998,140.399994,134.110001,137.600006,12203700
136.850006,137.949997,134.350006,135.449997,9900200
135.270004,135.449997,119.610001,121.580002,23138200
119.43,129.0,119.220001,126.089996,19816200
126.080002,127.449997,119.059998,121.110001,13849600
122.889999,124.790001,120.25,122.099998,11903800
121.580002,122.75,117.93,121.379997,11096700
124.5,125.839996,120.300003,120.839996,10267300
119.379997,122.720001,116.099998,120.5,13885500
121.309998,126.949997,119.519997,126.940002,12367600
129.770004,130.589996,126.980003,127.279999,9716200
126.349998,128.550003,123.93,124.169998,7751200
132.679993,144.940002,131.589996,144.699997,25682400
144.320007,144.429993,137.130005,138.949997,13147700
140.149994,143.350006,139.5,140.479996,9288400
141.509995,142.490005,136.300003,137.360001,7909600
137.0,141.699997,134.210007,141.600006,9061500
140.050003,145.869995,139.860001,142.190002,10748200
141.880005,143.050003,139.490005,139.649994,7137800
139.699997,148.240005,138.529999,147.470001,10767800
148.050003,151.800003,147.320007,147.649994,10591900
148.479996,150.429993,146.100006,147.940002,6675300
147.580002,154.630005,146.320007,152.460007,10495000
152.240005,154.899994,145.949997,147.979996,11581900
146.899994,147.0,139.100006,140.720001,12740000
141.580002,144.350006,141.580002,143.240005,7412600
144.850006,146.240005,142.600006,143.550003,5385500
150.0,154.970001,149.820007,151.410004,9941500
155.039993,158.0,154.289993,155.5,7129500
155.300003,155.5,150.800003,151.119995,5460200
151.119995,154.809998,150.75,152.440002,4467500
152.320007,153.199997,148.660004,150.429993,4262400
149.800003,152.479996,146.550003,150.100006,6188400
150.0,152.190002,148.600006,149.559998,4695000
150.0,150.399994,145.240005,147.0,5361100
147.619995,150.399994,145.25,149.360001,5034100
148.850006,153.699997,148.759995,151.279999,6163200
152.5,153.429993,146.850006,147.529999,5382000
148.460007,148.899994,142.25,145.720001,7446100
145.779999,147.0,137.820007,139.339996,6316100
140.5,162.0,136.669998,161.270004,27607000
168.449997,172.229996,162.100006,164.130005,20465600
162.5,172.699997,162.399994,170.970001,11959400
170.190002,173.199997,167.949997,170.009995,9206200
171.240005,177.289993,170.809998,176.679993,9734700
177.809998,180.320007,174.759995,178.559998,7022600
177.229996,182.380005,173.419998,181.5,7867400
177.850006,180.479996,173.529999,174.600006,7664300
175.160004,177.919998,164.710007,169.619995,8716400
171.5,178.979996,171.0,178.380005,6093400
175.300003,179.089996,173.130005,175.229996,5935500
178.0,184.779999,177.009995,182.839996,8565000
178.850006,186.0,178.509995,181.410004,6508800
182.889999,184.880005,175.160004,177.110001,6764900
180.699997,181.600006,176.199997,178.729996,4686300
178.300003,180.589996,169.360001,174.419998,7268000
176.300003,180.110001,176.0,178.380005,5841600
181.009995,186.630005,179.600006,186.529999,8928500
189.339996,199.300003,189.320007,196.559998,12970700
198.970001,202.199997,192.699997,196.619995,10709900
195.779999,198.270004,194.320007,195.320007,5173700
193.339996,202.720001,193.25,199.630005,8029300
198.100006,201.880005,197.0,198.229996,6158000
205.240005,206.0,201.360001,203.699997,9332800
203.699997,203.699997,193.410004,193.639999,16169000
215.009995,215.210007,206.270004,209.970001,18002300
211.639999,213.979996,209.190002,209.600006,7818800
208.759995,218.360001,208.320007,217.649994,8278400
230.0,259.200012,228.449997,248.0,32681700
258.579987,265.0,247.5,253.0,24604600
261.25,261.899994,248.330002,252.539993,17945800
249.649994,252.679993,242.550003,244.809998,14589800
237.259995,251.649994,234.990005,250.559998,13089300
258.480011,260.0,252.830002,254.839996,8745600
256.720001,256.98999,251.800003,252.660004,5935700
254.139999,257.5,249.449997,252.940002,7361100
252.940002,254.850006,244.410004,246.210007,7812300
242.699997,243.0,236.059998,238.839996,7728100
236.5,244.600006,232.429993,234.410004,8810100
231.5,247.5,231.110001,241.490005,9754400
243.789993,244.190002,234.0,237.789993,6236300
235.289993,236.940002,228.320007,230.970001,8289700
234.949997,237.929993,230.5,233.979996,5912600
236.949997,241.5,235.020004,240.039993,6242300
241.389999,241.550003,233.509995,235.839996,5071300
236.160004,239.25,233.360001,234.910004,3817900
236.020004,236.199997,227.5,228.889999,8216900
229.75,229.899994,210.270004,220.169998,11328800
224.139999,227.050003,217.899994,220.440002,7865400
221.949997,222.600006,211.350006,212.960007,6907300
212.369995,213.600006,203.0,207.320007,9495700
212.800003,216.720001,210.270004,212.369995,9684800
216.5,216.75,206.389999,208.449997,8380000
209.020004,218.160004,208.580002,216.970001,7371400
220.0,230.889999,218.050003,230.289993,10782300
230.300003,235.729996,222.0,225.399994,10923700
226.009995,228.270004,211.25,212.229996,11345600
205.809998,216.199997,203.509995,207.520004,9855500
210.050003,216.490005,206.419998,215.460007,6889300
216.759995,218.449997,210.889999,216.929993,5157900
216.820007,217.5,203.789993,204.190002,7211500
200.610001,207.0,198.600006,203.779999,9067200
207.600006,208.440002,194.410004,198.089996,7703000
199.089996,199.289993,184.320007,193.910004,13659300
197.0,199.990005,190.820007,199.110001,7202200
199.610001,202.289993,194.080002,198.119995,5926800
197.080002,206.199997,194.0,204.380005,5258200
206.360001,219.330002,205.009995,218.639999,9804700
216.330002,216.740005,207.0,207.990005,7295600
210.809998,212.800003,203.199997,207.860001,5495200
202.0,206.699997,197.649994,199.850006,6996700
200.0,203.789993,190.5,198.509995,7042000
198.210007,207.149994,195.529999,206.919998,5779100
203.600006,208.160004,201.279999,207.889999,4440600
207.080002,214.020004,205.690002,207.729996,5439900
208.600006,211.360001,206.520004,210.910004,4086800
209.479996,217.690002,208.520004,216.610001,5147000
216.600006,218.660004,206.850006,207.279999,5636700
209.639999,210.199997,197.25,201.350006,10179300
182.0,194.399994,178.0,178.589996,20056600
179.860001,183.399994,177.220001,182.259995,8495200
183.869995,187.190002,179.880005,184.669998,7002300
183.759995,191.339996,183.0,190.160004,7097200
188.949997,193.479996,187.100006,190.619995,5406700
189.979996,192.660004,185.300003,188.589996,6040400
188.949997,192.039993,187.720001,191.559998,4487700
190.720001,196.889999,190.0,196.089996,4571700
196.940002,199.330002,193.070007,195.300003,5546100
196.179993,199.869995,194.789993,199.449997,5285400
200.350006,206.880005,199.559998,204.880005,6214500
204.529999,207.759995,202.5,207.300003,4006800
208.520004,213.869995,207.699997,211.559998,5341100
210.020004,212.770004,205.259995,210.240005,5495100
210.570007,212.490005,207.720001,210.240005,3692500
210.300003,214.800003,207.020004,207.770004,5581100
207.330002,209.350006,201.669998,204.699997,4668100
203.490005,208.0,202.589996,204.940002,3860800
204.350006,206.259995,200.399994,203.990005,3427400
204.470001,209.199997,204.050003,206.899994,4054600
209.75,210.809998,207.179993,208.169998,3073800
207.949997,209.990005,204.199997,205.309998,2805700
204.429993,206.970001,201.550003,202.300003,3514700
201.5,205.0,199.25,204.470001,3977500
205.100006,209.880005,202.710007,203.520004,5993700
204.779999,206.789993,201.580002,206.419998,3544300
206.759995,225.490005,206.259995,224.610001,13246400
224.110001,235.539993,222.850006,231.669998,13304900
231.5,231.710007,226.119995,227.119995,6940200
228.880005,235.309998,227.0,227.789993,8793100
228.520004,231.289993,226.199997,229.589996,4903900
229.509995,238.990005,228.220001,237.220001,7791100
238.970001,241.880005,231.630005,232.5,8075900
233.050003,237.550003,230.240005,236.889999,5801600
237.169998,240.399994,234.210007,235.600006,5121400
234.690002,240.0,234.5,239.059998,5635000
239.550003,244.490005,239.0,240.059998,4828600
242.460007,243.440002,238.699997,239.720001,4336100
240.660004,242.330002,227.070007,229.429993,8027400
231.289993,231.899994,224.0,229.25,5166700
227.5,229.779999,220.399994,222.660004,5893700
218.649994,220.960007,214.270004,219.070007,7836200
221.270004,224.220001,219.210007,223.059998,4115400
217.179993,222.220001,216.039993,219.460007,4863900
220.610001,221.600006,217.600006,218.130005,3302300
219.990005,228.789993,215.449997,226.699997,7203200
226.729996,227.649994,218.100006,219.580002,5718500
221.820007,224.800003,216.820007,217.160004,4044500
216.160004,220.550003,213.600006,215.399994,4649400
215.949997,221.210007,215.929993,220.020004,4253700
217.25,223.210007,216.720001,220.539993,3822200
222.190002,223.300003,219.110001,219.580002,2730000
220.009995,224.75,219.429993,222.490005,3083300
223.25,225.100006,220.800003,223.539993,3245500
222.720001,226.970001,221.75,223.570007,3087100
224.25,232.0,221.399994,224.820007,6514300
226.610001,228.300003,224.860001,225.009995,3382400
221.919998,229.600006,221.039993,228.919998,4927800
229.259995,231.399994,221.5,223.300003,7749100
226.089996,237.5,226.0,233.270004,11895800
234.380005,240.5,233.270004,238.520004,5959700
237.470001,242.990005,235.690002,238.490005,5388600
238.899994,251.419998,238.580002,248.929993,9249300
250.119995,256.690002,249.119995,252.389999,7478900
251.160004,251.759995,246.5,248.130005,5090100
255.479996,263.73999,255.0,259.320007,8101300
258.079987,260.299988,254.580002,259.959991,6382300
262.01001,265.640015,259.609985,260.309998,6932600
262.48999,263.0,256.5,261.380005,4126600
261.480011,262.089996,258.5,262.01001,3867900
263.25,267.26001,259.75,259.940002,5849200
258.869995,259.329987,251.619995,256.76001,5334800
254.669998,258.73999,253.0,255.710007,3027900
256.519989,258.799988,253.259995,254.339996,2915600
254.539993,256.950012,252.610001,256.779999,2833400
258.190002,263.679993,258.190002,262.549988,4318100
264.980011,265.5,261.660004,261.73999,3818000
263.5,264.23999,260.290009,263.25,2985100
261.890015,264.480011,261.640015,263.859985,2844900
268.700012,272.0,267.51001,269.700012,6447100
275.5,284.890015,274.299988,284.119995,9852400
287.670013,288.0,280.100006,281.190002,6772300
284.01001,291.420013,280.399994,286.040009,8341700
282.549988,282.899994,272.51001,277.390015,11169900
277.619995,284.880005,277.519989,282.109985,5501600
282.98999,285.48999,277.0,278.480011,4558800
279.5,281.410004,273.660004,281.100006,3781300
280.459991,284.790009,278.630005,280.309998,3766100
280.5,282.390015,277.0,279.200012,3324600
274.369995,274.399994,249.130005,253.860001,16455400
255.149994,262.459991,252.419998,260.73999,8300100
262.410004,264.700012,259.5,261.380005,5177700
263.359985,265.600006,262.320007,263.820007,3692600
257.98999,261.429993,255.270004,259.320007,6810900
255.0,256.019989,244.710007,250.029999,8214100
245.220001,253.800003,245.0,250.410004,5658700
251.119995,252.839996,247.039993,252.139999,3749500
252.520004,254.960007,246.100006,246.949997,4834200
248.25,249.729996,246.070007,246.600006,3795400
244.0,248.639999,241.380005,245.259995,4852700
246.919998,247.649994,240.119995,242.679993,4238300
242.199997,242.660004,235.649994,240.240005,5941700
250.199997,252.789993,245.360001,251.419998,8998200
253.059998,256.5,251.029999,255.210007,5406300
259.130005,262.48999,257.799988,260.619995,7713300
258.529999,261.459991,255.729996,259.570007,4485500
260.100006,262.880005,252.639999,259.279999,5055100
262.25,265.540009,254.399994,257.01001,7361300
244.639999,245.889999,235.199997,236.910004,12888300
238.570007,238.960007,221.0,224.589996,11268700
228.25,232.470001,223.0,227.059998,7105300
220.0,230.990005,217.320007,229.699997,9147300
219.720001,229.919998,219.100006,226.350006,5399300
233.380005,234.770004,226.550003,227.479996,10549400
226.720001,232.399994,225.509995,230.470001,3494400
234.270004,235.389999,230.800003,235.339996,4130300
233.190002,237.389999,230.559998,231.100006,4116600
234.660004,236.279999,232.0,235.289993,3492400
236.270004,237.800003,231.199997,235.240005,3463300
234.25,234.610001,220.309998,221.669998,9553300
229.600006,244.600006,228.25,242.770004,10516300
241.130005,241.5,235.639999,238.100006,4962500
238.139999,240.5,235.059998,238.660004,3228400
242.509995,243.119995,238.75,241.699997,3775300
243.0,247.559998,241.320007,242.589996,4203800
240.490005,242.350006,236.529999,238.929993,3682600
241.0,241.360001,230.529999,230.970001,9045900
234.490005,246.690002,228.5,241.220001,15354700
242.190002,242.839996,237.199997,240.199997,5161000
239.110001,242.880005,236.800003,241.929993,4577200
242.550003,251.820007,242.0,251.080002,7948800
249.720001,252.339996,245.580002,249.100006,5870800
250.619995,255.75,250.25,251.699997,6236000
250.0,258.850006,248.5,258.679993,6101100
257.48999,259.0,252.020004,253.979996,4025700
255.860001,259.98999,255.509995,257.700012,4473000
250.610001,251.880005,245.600006,247.740005,7918500
247.949997,250.929993,246.0,248.710007,3587200
252.210007,252.779999,242.169998,242.779999,7485100
245.199997,247.600006,240.639999,246.720001,4789700
247.350006,249.720001,246.089996,248.089996,3159800
248.339996,249.0,246.600006,248.440002,1981200
245.350006,246.690002,242.520004,244.520004,2119700
241.160004,242.470001,229.009995,231.639999,8619400
234.570007,234.880005,228.0,231.429993,5887000
226.25,229.720001,225.5,229.300003,5307700
228.600006,230.899994,227.809998,228.279999,3855600
228.669998,229.389999,222.259995,223.710007,6063600
221.539993,224.860001,212.339996,214.360001,9225600
209.339996,217.729996,204.270004,216.889999,9431500
214.130005,216.770004,207.699997,209.839996,7314100
210.529999,215.429993,208.229996,208.880005,6694400
204.820007,211.679993,204.5,207.0,7173800
209.289993,209.800003,202.669998,204.039993,5218300
200.889999,203.679993,195.369995,197.809998,8426100
193.059998,206.649994,192.649994,205.820007,7367800
212.380005,218.440002,211.800003,218.259995,7483300
220.190002,220.399994,214.5,219.289993,6910500
220.0,224.059998,218.259995,222.600006,4799400
223.809998,224.320007,219.520004,220.970001,4505700
219.770004,222.5,219.25,222.259995,1332200
221.509995,228.5,221.5,227.820007,3327000
226.899994,227.910004,224.020004,225.710007,2802500
223.990005,225.649994,221.399994,222.229996,2903200
223.089996,225.679993,222.25,222.410004,2297500
222.869995,223.25,213.259995,219.309998,4764400
214.550003,216.5,207.160004,210.089996,5368500
210.059998,214.199997,204.210007,211.279999,6261900
213.350006,214.779999,209.779999,210.949997,2968400
212.809998,213.800003,210.009995,210.619995,3442500
208.919998,209.979996,204.960007,206.660004,4668300
203.050003,204.470001,199.25,202.210007,5950300
203.320007,207.610001,200.910004,204.25,4477300
185.830002,195.199997,185.0,192.690002,11551900
194.490005,195.75,190.0,191.869995,5216500
190.699997,194.490005,189.649994,193.070007,3603200
193.869995,194.119995,187.039993,191.929993,4503200
189.550003,198.679993,189.509995,196.570007,4153000
197.0,203.240005,195.199997,201.619995,4116900
200.289993,203.5,198.330002,201.289993,3438600
201.830002,208.619995,201.050003,206.550003,3234500
204.419998,208.029999,203.300003,205.979996,2781000
206.110001,206.369995,198.419998,199.369995,3149600
201.070007,205.979996,196.5,205.199997,3548100
203.960007,207.470001,203.0,203.600006,3007000
203.970001,211.949997,203.300003,210.940002,4149200
213.220001,220.369995,211.270004,218.360001,4826200
218.289993,221.479996,216.800003,218.550003,3305400
219.880005,225.479996,219.639999,220.990005,3522900
222.0,223.399994,216.5,217.360001,3243900
215.380005,217.929993,211.990005,217.479996,3472400
217.550003,220.5,215.0,216.289993,5390500
212.210007,214.740005,207.279999,212.800003,9769100
193.570007,203.089996,193.279999,202.880005,15649600
202.899994,205.990005,200.910004,203.770004,6191000
205.699997,205.699997,201.5,204.350006,3979600
204.169998,206.169998,202.600006,204.460007,2713600
205.0,212.440002,203.75,211.710007,5154100
210.779999,217.600006,209.809998,217.110001,5982100
215.660004,218.199997,206.330002,207.339996,8499800
207.289993,207.289993,201.699997,204.110001,6603600
204.940002,207.139999,202.580002,203.759995,3909500
204.0,211.089996,202.220001,207.190002,6472900
206.899994,208.550003,202.800003,203.339996,3882100
202.699997,203.339996,195.830002,197.330002,7922100
196.809998,200.240005,195.320007,199.559998,4432300
199.25,202.520004,197.210007,202.440002,4222000
202.850006,206.190002,200.149994,200.630005,4877000
199.210007,200.75,192.149994,193.880005,6712400
194.389999,194.490005,188.25,190.880005,6736700
188.460007,193.5,187.600006,190.320007,5579700
191.149994,196.179993,191.009995,193.740005,4974900
193.75,194.449997,189.75,191.070007,4149300
188.949997,191.75,187.320007,188.679993,5434300
192.0,195.910004,189.800003,195.699997,5628800
195.429993,198.710007,193.940002,194.729996,4894100
194.960007,200.880005,193.110001,200.710007,4820900
202.0,204.589996,194.529999,195.649994,8475200
197.449997,198.990005,195.619995,198.080002,4269500
198.5,200.5,197.470001,199.630005,2631600
201.580002,203.789993,199.75,201.720001,3649900
198.270004,198.589996,192.699997,194.300003,5730400
193.919998,194.789993,189.699997,190.410004,4128000
189.070007,189.289993,181.399994,185.0,8604900
185.850006,192.25,181.800003,190.570007,10089500
193.529999,193.759995,188.410004,188.770004,5026600
188.699997,192.300003,186.050003,187.589996,3794600
190.229996,193.229996,190.0,191.0,5010400
198.0,207.75,197.5,203.100006,12455800
202.509995,205.059998,201.139999,203.25,4347900
208.199997,210.899994,205.869995,207.669998,6303100
208.429993,210.369995,206.119995,210.089996,3800200
209.850006,211.649994,209.0,210.899994,4067700
210.440002,213.0,209.050003,209.779999,3758200
208.570007,209.490005,205.5,207.460007,3026000
207.460007,209.589996,206.600006,207.830002,1952400
207.699997,209.169998,206.289993,206.699997,1659100
204.990005,206.880005,203.5,206.789993,2469900
206.779999,207.850006,203.850006,205.270004,2559300
205.800003,210.75,204.309998,209.410004,3432500
212.5,221.880005,211.690002,219.440002,7863000
218.270004,221.479996,217.149994,218.600006,4411200
220.5,220.800003,218.009995,218.429993,2427800
222.559998,238.75,222.0,231.550003,11672600
234.75,235.5,228.029999,230.479996,6085400
230.050003,234.970001,227.630005,232.449997,3936100
230.389999,232.889999,225.169998,226.050003,3911900
229.940002,231.770004,220.410004,226.029999,5281700
228.179993,234.729996,227.110001,230.509995,4434600
237.759995,239.5,229.130005,232.949997,5796900
234.100006,234.470001,228.199997,230.429993,5270900
221.0,237.479996,220.25,236.800003,9455900
235.990005,238.410004,233.699997,236.610001,4668200
236.289993,242.880005,235.309998,239.490005,5672300
240.110001,246.350006,238.190002,244.740005,6363400
247.610001,248.300003,242.25,243.179993,5440200
244.820007,244.889999,241.25,244.100006,2895900
243.929993,249.399994,242.5,248.839996,4527600
247.0,249.899994,246.0,248.75,3353200
248.429993,251.0,246.149994,247.139999,3674200
247.130005,247.740005,241.369995,244.350006,3755600
243.029999,246.619995,242.360001,245.619995,1970600
245.380005,248.600006,245.009995,247.729996,2223100
247.679993,252.0,246.5,247.460007,3498700
248.509995,249.5,245.550003,247.429993,3408200
247.029999,251.800003,245.050003,251.449997,3647300
251.0,252.869995,249.429993,250.800003,3789300
251.410004,251.600006,247.470001,249.449997,2505100
248.919998,249.399994,246.300003,248.350006,2134800
248.199997,250.720001,247.009995,248.990005,1781500
247.5,249.300003,245.710007,245.919998,2453600
246.0,249.699997,245.679993,249.139999,3022000
250.850006,258.75,250.309998,256.290009,5017000
255.399994,257.73999,254.139999,256.0,2611100
251.899994,254.0,248.5,250.699997,3454500
253.259995,254.369995,250.429993,251.410004,2044100
250.210007,253.460007,250.210007,250.690002,1422300
249.699997,251.279999,246.009995,250.380005,2186200
250.130005,253.440002,249.100006,253.119995,1984700
