Epm_nEng_100ms,VehV_v_100ms,ActMod_trqInr_100ms,RngMod_trqCrSmin_100ms,CoVeh_trqAcs_100ms,Clth_st_100ms,CoEng_st_100ms,Com_rTSC1VRVCURtdrTq_100ms,Com_rTSC1VRRDTrqReq_100ms,RoadSlope_100ms,Vehicle_Mass
1192.5,49.88,817.5767,-140.0,9.999747,0,3,0,0,4.0,49.0
1189.0,60.99,2579.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1198.5,42.75,2607.5,-140.0,9.999747,0,3,0,0,4.8,49.0
1156.0,71.62,1431.5,-168.0,9.999747,0,3,0,0,1.3,38.0
884.5,66.14,535.5,-168.0,9.999747,0,3,0,0,-0.8,38.0
798.5,62.88,147.5798,-168.0,9.999747,0,3,0,0,2.7,38.0
1235.0,76.71,0.0,-196.0,9.999747,0,3,0,0,-0.6,38.0
1109.5,47.86,2635.5,-112.0,9.999747,0,3,0,0,4.0,49.0
982.5,50.98,2635.5,-112.0,9.999747,0,3,0,0,2.9,49.0
1203.5,74.21,0.0,-196.0,9.999747,0,3,0,0,-1.7,38.0
1089.0,56.58,759.5,-140.0,9.999747,0,3,0,0,0.2,49.0
938.5,70.22,31.5,-168.0,9.999747,0,3,0,0,-1.0,38.0
1201.0,42.99,2607.5,-140.0,9.999747,0,3,0,0,4.2,49.0
1393.5,71.42,0.0,-196.0,9.999747,0,3,0,0,-3.8,49.0
1235.0,76.17,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1261.0,78.12,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
934.5,69.61,1522.583,-168.0,9.999747,0,3,0,0,0.4,38.0
1078.5,68.45,0.0,-168.0,9.999747,0,3,0,0,3.8,49.0
911.0,68.18,1543.5,-140.0,9.999747,0,3,0,0,0.6,38.0
2106.0,63.18,338.0205,-308.0,9.999747,0,3,0,0,1.7,38.0
1270.0,78.39,0.0,-196.0,9.999747,0,3,0,0,-2.5,38.0
937.5,69.77,1537.067,-168.0,9.999747,0,3,0,0,-0.4,38.0
1149.5,41.24,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1168.5,41.88,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1194.5,50.99,2607.5,-140.0,9.999747,0,3,0,0,2.7,49.0
1182.0,73.36,535.5,-196.0,9.999747,0,3,0,0,0.2,38.0
1019.0,74.8,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
1153.5,71.31,2299.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1091.5,56.49,2298.099,-140.0,9.999747,0,3,0,0,2.1,49.0
1377.5,70.51,0.0,-196.0,9.999747,0,3,0,0,-3.8,49.0
1233.5,53.03,46.97478,-140.0,9.999747,0,3,0,0,1.7,49.0
904.0,67.39,1571.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1248.0,76.55,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1213.5,44.29,1993.182,-166.7437,9.999747,0,3,0,0,5.0,49.0
915.0,68.12,1683.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1155.5,71.48,1795.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1136.5,40.77,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1156.0,71.58,2103.5,-140.0,9.999747,0,3,0,0,2.5,38.0
1191.5,61.01,2422.955,-168.0,9.999747,0,3,0,0,1.5,38.0
899.5,67.06,2383.5,-140.0,9.999747,0,3,0,0,0.6,38.0
920.5,68.54,1543.5,-140.0,9.999747,0,3,0,0,0.6,38.0
910.0,67.7,2159.5,-140.0,9.999747,0,3,0,0,0.6,38.0
922.0,68.62,1487.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1165.0,41.73,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
924.5,69.15,1403.5,-168.0,9.999747,0,3,0,0,0.8,38.0
937.0,70.76,115.5,-168.0,9.999747,0,3,0,0,-1.3,38.0
1142.5,70.89,2075.5,-168.0,9.999747,0,3,0,0,2.5,38.0
1267.0,78.29,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1179.5,60.93,2579.5,-168.0,9.999747,0,3,0,0,2.7,38.0
878.0,66.14,137.4035,-168.0,9.999747,0,3,0,0,-0.8,38.0
1177.0,88.08,0.0,-168.0,9.999747,0,3,0,0,0.4,49.0
1010.5,75.25,0.0,-168.0,9.999747,0,3,0,0,-1.9,38.0
1170.0,72.67,591.5,-196.0,9.999747,0,3,0,0,0.2,38.0
1096.5,47.6,524.1083,-140.0,9.999747,0,3,0,0,1.7,49.0
1275.0,54.69,1492.537,-196.0,9.999747,0,3,0,0,2.1,38.0
1111.0,47.68,45.46695,-140.0,9.999747,0,3,0,0,1.7,49.0
943.0,70.04,1155.034,-168.0,9.999747,0,3,0,0,-0.4,38.0
1173.5,72.86,1007.776,-168.0,9.999747,0,3,0,0,0.0,38.0
1143.0,40.9,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1214.5,75.18,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1083.5,57.81,0.0,-168.0,9.999747,0,3,0,0,3.8,49.0
1128.0,48.57,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1137.0,70.31,2439.5,-168.0,9.999747,0,3,0,0,2.3,38.0
1137.0,48.65,2632.0,-112.0,9.999747,0,3,0,0,2.9,49.0
1157.0,71.57,2103.5,-168.0,9.999747,0,3,0,0,1.7,38.0
915.5,68.24,1543.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1152.5,71.38,1599.5,-168.0,9.999747,0,3,0,0,1.3,38.0
916.0,67.52,0.0,-140.0,9.999747,0,3,0,0,-4.8,49.0
1233.5,75.92,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1160.5,71.56,2187.5,-140.0,9.999747,0,3,0,0,2.5,38.0
901.0,67.13,1263.5,-140.0,9.999747,0,3,0,0,-0.2,38.0
1150.0,71.23,2047.5,-168.0,9.999747,0,3,0,0,2.5,38.0
988.0,72.87,0.0,-140.0,9.999747,0,3,0,0,-4.6,49.0
1241.0,63.66,280.1133,-168.0,9.999747,0,3,0,0,3.8,49.0
1131.0,71.59,0.0,-168.0,9.999747,0,3,0,0,3.8,49.0
904.5,67.42,2019.5,-165.0741,9.999747,0,3,0,0,0.641798384,38.0
880.5,66.5,1330.984,-140.0,9.999747,0,3,0,0,0.8,38.0
1233.5,76.2,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1180.0,72.75,898.8289,-168.0,9.999747,0,3,0,0,-0.4,38.0
1382.5,48.29,2663.5,-140.0,9.999747,0,3,0,0,1.7,49.0
1156.5,87.18,0.0,-168.0,9.999747,0,3,0,0,0.4,49.0
1170.5,42.81,2451.163,-140.0,9.999747,0,3,0,0,4.8,49.0
1105.5,68.75,0.0,-196.0,9.999747,0,3,0,0,-0.6,38.0
1218.0,62.13,0.0,-168.0,9.999747,0,3,0,0,-3.8,49.0
1081.0,56.17,787.5,-140.0,9.999747,0,3,0,0,0.2,49.0
887.5,65.72,1039.5,-140.0,9.999747,0,3,0,0,-0.6,38.0
1073.0,55.59,2355.5,-168.0,9.999747,0,3,0,0,2.3,38.0
866.5,64.7,1829.265,-140.0,9.999747,0,3,0,0,0.8,38.0
1074.0,55.58,2355.5,-168.0,9.999747,0,3,0,0,2.3,38.0
1206.0,74.5,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1096.5,46.96,1907.5,-140.0,9.999747,0,3,0,0,1.727608475,49.0
1048.0,54.4,1667.479,-112.0,9.999747,0,3,0,0,1.9,49.0
1160.0,71.96,1683.5,-168.0,9.999747,0,3,0,0,1.7,38.0
850.0,62.42,0.0,-112.0,9.999747,0,3,0,0,-2.7,49.0
888.5,66.27,2245.73,-140.0,9.999747,0,3,0,0,0.6,38.0
1163.0,71.87,2132.605,-168.0,9.999747,0,3,0,0,1.7,38.0
876.5,65.86,1498.896,-140.0,9.999747,0,3,0,0,0.8,38.0
1158.5,71.63,1683.5,-168.0,9.999747,0,3,0,0,1.5,38.0
940.5,71.11,371.8147,-168.0,9.999747,0,3,0,0,0.4,38.0
897.0,66.67,507.5,-168.0,9.999747,0,3,0,0,-0.6,38.0
1250.0,64.05,2466.294,-168.0,9.999747,0,3,0,0,1.7,38.0
1242.5,76.88,0.0,-196.0,9.999747,0,3,0,0,-2.1,38.0
1146.0,41.04,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1136.0,70.25,2355.5,-168.0,9.999747,0,3,0,0,2.5,38.0
1079.0,48.9,115.7147,-140.0,9.999747,0,3,0,0,3.1,49.0
934.0,69.65,1431.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1084.5,67.28,516.9158,-168.0,9.999747,0,3,0,0,-0.6,38.0
961.0,53.81,0.0,-140.0,9.999747,0,3,0,0,3.8,49.0
1169.0,72.11,2019.5,-168.0,9.999747,0,3,0,0,1.3,38.0
1250.5,77.18,0.0,-196.0,9.999747,0,3,0,0,-1.0,38.0
903.5,67.36,2159.5,-140.0,9.999747,0,3,0,0,1.3,38.0
1015.0,62.43,80.63953,-168.0,9.999747,0,3,0,0,1.7,38.0
921.0,68.67,1487.5,-140.0,9.999747,0,3,0,0,0.6,38.0
918.0,68.59,1515.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1209.0,75.02,1240.539,-196.0,9.999747,0,3,0,0,0.4,38.0
1203.0,74.2,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1193.5,74.1,31.5,-196.0,9.999747,0,3,0,0,-0.4,38.0
1142.0,72.01,0.0,-196.0,9.999747,0,3,0,0,0.2,38.0
1320.0,70.49,0.0,-196.0,9.999747,0,3,0,0,-3.8,49.0
1127.0,68.47,2604.0,-168.0,9.999747,0,3,0,0,-1.7,38.0
1165.0,72.03,1683.5,-168.0,9.999747,0,3,0,0,1.5,38.0
902.0,67.53,815.5,-168.0,9.999747,0,3,0,0,-0.2,38.0
1155.5,71.42,2131.5,-168.0,9.999747,0,3,0,0,2.1,38.0
1038.0,55.46,308.4741,-118.1611,9.999747,0,3,0,0,4.6,49.0
1145.0,70.92,2075.5,-168.0,9.999747,0,3,0,0,2.5,38.0
916.0,68.17,1673.622,-140.0,9.999747,0,3,0,0,0.6,38.0
887.5,66.2,535.5,-168.0,9.999747,0,3,0,0,-0.761779465,38.0
891.0,66.5,1669.024,-168.0,9.999747,0,3,0,0,0.6,38.0
1175.0,51.04,2551.5,-140.0,9.999747,0,3,0,0,4.6,49.0
1289.0,45.25,2632.0,-140.0,9.999747,0,3,0,0,4.2,49.0
957.0,71.92,0.0,-168.0,9.999747,0,3,0,0,-0.4,38.0
1153.0,71.3,2215.5,-168.0,9.999747,0,3,0,0,1.9,38.0
1130.0,48.61,2632.0,-112.0,9.999747,0,3,0,0,2.9,49.0
1163.0,71.97,1683.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1290.0,66.13,0.0,-172.988,9.999747,0,3,0,0,-4.0,49.0
910.0,67.78,1963.5,-168.0,9.999747,0,3,0,0,0.6,38.0
885.5,66.19,115.5,-168.0,9.999747,0,3,0,0,-0.8,38.0
1151.0,71.1,2102.056,-168.0,9.999747,0,3,0,0,1.7,38.0
1193.0,72.76,2170.985,-168.0,9.999747,0,3,0,0,-1.7,38.0
936.0,69.79,1347.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1157.0,71.56,1767.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1266.5,64.28,2604.0,-196.0,9.999747,0,3,0,0,-0.2,38.0
1273.0,65.98,0.0,-168.0,9.999747,0,3,0,0,-3.8,49.0
1161.0,71.95,757.3823,-196.0,9.999747,0,3,0,0,0.2,38.0
1165.5,42.06,2632.0,-140.0,9.999747,0,3,0,0,4.8,49.0
912.0,67.58,843.5,-168.0,9.999747,0,3,0,0,-0.2,38.0
1131.0,48.76,2632.0,-112.0,9.999747,0,3,0,0,3.8,49.0
965.0,72.1,0.0,-140.0,9.999747,0,3,0,0,-0.8,49.0
1157.0,71.48,2075.5,-140.0,9.999747,0,3,0,0,1.9,38.0
1353.0,83.39,0.0,-224.0,9.999747,0,3,0,0,-2.7,38.0
1322.5,56.4,1614.87,-211.7764,9.999747,0,3,0,0,2.1,38.0
1270.0,54.61,1324.63,-196.0,9.999747,0,3,0,0,2.1,38.0
1140.5,58.4,2604.0,-168.0,9.999747,0,3,0,0,1.7,38.0
1240.5,76.61,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1165.0,72.0,2075.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1157.5,41.44,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1176.5,72.69,1711.5,-168.0,9.999747,0,3,0,0,1.0,38.0
1150.5,71.36,1872.769,-168.0,9.999747,0,3,0,0,1.5,38.0
1298.5,80.06,0.0,-196.0,9.999747,0,3,0,0,-2.70600744,38.0
852.5,63.46,999.165,-112.0,9.999747,0,3,0,0,-2.7,49.0
910.0,68.06,1627.5,-140.0,9.999747,0,3,0,0,0.6,38.0
942.0,70.41,3.5,-168.0,9.999747,0,3,0,0,-1.3,38.0
1043.0,55.51,0.0,-140.0,9.999747,0,3,0,0,3.8,49.0
893.0,66.49,2383.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1167.0,72.08,2019.5,-168.0,9.999747,0,3,0,0,1.3,38.0
1154.0,71.46,2215.5,-168.0,9.999747,0,3,0,0,1.7,38.0
896.0,66.98,339.5,-168.0,9.999747,0,3,0,0,-0.6,38.0
1158.0,71.8,815.5,-196.0,9.999747,0,3,0,0,0.2,38.0
1069.0,54.51,700.6603,-196.0,9.999747,0,3,0,0,2.1,38.0
1151.5,71.28,1711.5,-168.0,9.999747,0,3,0,0,1.7,38.0
911.0,68.1,1655.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1046.0,54.33,1403.5,-140.0,9.999747,0,3,0,0,1.3,49.0
919.0,68.59,1515.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1300.0,56.17,568.5087,-224.0,9.999747,0,3,0,0,2.1,38.0
1161.5,71.85,2159.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1254.5,77.22,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1243.5,63.73,2604.0,-168.0,9.999747,0,3,0,0,1.7,38.0
917.0,68.38,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
1226.0,63.13,2581.457,-196.0,9.999747,0,3,0,0,1.7,38.0
1032.0,75.85,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
1280.0,78.86,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1264.5,78.07,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
934.5,69.5,1649.664,-168.0,9.999747,0,3,0,0,0.2,38.0
1166.0,72.07,2047.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1145.0,70.71,2439.5,-168.0,9.999747,0,3,0,0,2.5,38.0
919.5,68.58,1590.961,-140.0,9.999747,0,3,0,0,0.6,38.0
1233.0,43.43,2631.635,-139.5832,9.999747,0,3,0,0,4.2,49.0
1183.0,50.63,2632.0,-140.0,9.999747,0,3,0,0,3.8,49.0
1059.0,65.79,1571.5,-140.0,9.999747,0,3,0,0,1.5,49.0
1067.0,55.43,871.5,-140.0,9.999747,0,3,0,0,0.2,49.0
1314.0,60.09,218.4249,-196.0,9.999747,0,3,0,0,1.7,38.0
1246.5,77.15,0.0,-196.0,9.999747,0,3,0,0,-1.0,38.0
1178.0,72.89,1347.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1145.0,58.73,2604.0,-168.0,9.999747,0,3,0,0,1.7,38.0
873.0,65.56,2277.81,-140.0,9.999747,0,3,0,0,1.5,38.0
1183.5,72.32,1793.443,-168.0,9.999747,0,3,0,0,-1.7,38.0
1168.5,42.54,2632.0,-140.0,9.999747,0,3,0,0,4.8,49.0
1171.5,72.32,1869.172,-168.0,9.999747,0,3,0,0,1.5,38.0
940.0,69.95,1304.394,-168.0,9.999747,0,3,0,0,-0.4,38.0
1159.0,71.66,2075.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1343.5,68.55,0.0,-196.0,9.999747,0,3,0,0,-3.8,49.0
1158.5,71.67,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
971.5,73.1,0.0,-168.0,9.999747,0,3,0,0,-0.8,38.0
1135.0,48.41,2632.0,-112.0,9.999747,0,3,0,0,3.1,49.0
1003.5,51.44,685.4315,-140.0,9.999747,0,3,0,0,0.0,49.0
1241.5,76.9,0.0,-196.0,9.999747,0,3,0,0,-1.0,38.0
971.5,73.16,0.0,-168.0,9.999747,0,3,0,0,-0.8,38.0
1269.0,54.61,1212.457,-196.0,9.999747,0,3,0,0,2.1,38.0
1154.5,71.51,2131.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1065.0,65.69,1509.388,-168.0,9.999747,0,3,0,0,1.0,38.0
1390.5,40.73,2688.0,-140.0,9.999747,0,3,0,0,4.8,49.0
903.0,67.78,1985.855,-140.0,9.999747,0,3,0,0,1.5,38.0
908.0,67.66,1263.5,-140.0,9.999747,0,3,0,0,0.2,38.0
1117.0,49.12,2376.148,-140.0,9.999747,0,3,0,0,4.0,49.0
903.0,67.56,843.5,-168.0,9.999747,0,3,0,0,-0.2,38.0
1134.0,48.76,2632.0,-112.0,9.999747,0,3,0,0,3.8,49.0
1267.5,78.11,0.0,-196.0,9.999747,0,3,0,0,-2.5,38.0
906.0,67.55,2240.455,-140.0,9.999747,0,3,0,0,0.6,38.0
1162.5,41.65,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
901.0,67.0,1039.5,-161.008,9.999747,0,3,0,0,-0.4,38.0
1380.0,72.68,0.0,-196.0,9.999747,0,3,0,0,-3.8,49.0
1216.0,51.73,2607.5,-140.0,9.999747,0,3,0,0,2.7,49.0
1162.0,71.76,2187.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1247.0,77.16,0.0,-196.0,9.999747,0,3,0,0,-1.0,38.0
1178.5,72.17,2579.5,-168.0,9.999747,0,3,0,0,0.8,38.0
978.0,50.06,2185.104,-168.0,9.999747,0,3,0,0,1.3,38.0
992.5,51.66,2081.883,-112.0,9.999747,0,3,0,0,1.033154627,49.0
1337.5,68.43,2495.5,-196.0,9.999747,0,3,0,0,0.4,38.0
1040.5,79.11,0.0,-140.0,9.999747,0,3,0,0,3.8,49.0
1344.5,82.8,0.0,-224.0,9.999747,0,3,0,0,-2.7,38.0
1165.5,50.04,298.2494,-168.0,9.999747,0,3,0,0,3.1,49.0
1417.5,41.53,2688.0,-140.0,9.999747,0,3,0,0,4.8,49.0
1160.0,71.68,2047.5,-168.0,9.999747,0,3,0,0,0.0,38.0
886.5,66.3,115.5,-168.0,9.999747,0,3,0,0,-0.8,38.0
1157.0,71.84,1683.5,-168.0,9.999747,0,3,0,0,1.7,38.0
885.0,66.06,871.5,-140.0,9.999747,0,3,0,0,-0.6,38.0
884.0,66.9,143.6581,-168.0,9.999747,0,3,0,0,-0.6,38.0
1281.0,65.77,2607.5,-196.0,9.999747,0,3,0,0,1.7,38.0
1025.5,53.23,1466.048,-140.0,9.999747,0,3,0,0,1.7,49.0
1158.0,71.65,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1949.0,64.39,831.1708,-280.0,9.999747,0,3,0,0,1.3,38.0
1237.5,76.18,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
908.0,67.65,2187.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1159.0,41.59,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1092.5,56.44,2306.794,-140.0,9.999747,0,3,0,0,2.1,49.0
1290.0,45.51,2632.0,-140.0,9.999747,0,3,0,0,4.8,49.0
1160.0,71.83,1291.5,-168.0,9.999747,0,3,0,0,1.3,38.0
1160.5,71.78,1235.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1158.0,71.42,2271.755,-140.0,9.999747,0,3,0,0,2.5,38.0
923.0,61.92,4.091666,-140.0,9.999747,0,3,0,0,1.5,38.0
1162.0,71.77,2159.013,-168.0,9.999747,0,3,0,0,1.7,38.0
883.5,64.85,232.7955,-112.0,9.999747,0,3,0,0,-2.7,49.0
1156.0,60.46,1013.293,-168.0,9.999747,0,3,0,0,1.5,38.0
906.0,67.68,1235.5,-140.0,9.999747,0,3,0,0,0.2,38.0
1007.5,62.08,2398.245,-168.0,9.999747,0,3,0,0,2.7,38.0
1007.0,75.23,0.0,-168.0,9.999747,0,3,0,0,-1.9,38.0
1001.5,52.15,1833.262,-140.0,9.999747,0,3,0,0,0.6,49.0
1218.0,75.39,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1203.5,74.39,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1239.5,76.19,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1148.0,58.48,0.0,-168.0,9.999747,0,3,0,0,-2.7,49.0
1162.5,72.04,1711.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1158.5,71.58,1004.224,-196.0,9.999747,0,3,0,0,0.2,38.0
889.5,66.67,1541.666,-168.0,9.999747,0,3,0,0,0.6,38.0
1098.0,56.09,2607.5,-168.0,9.999747,0,3,0,0,1.7,38.0
545.0,69.26,179.6756,-84.0,9.999747,0,3,0,0,-0.8,49.0
1158.0,71.72,1347.5,-168.0,9.999747,0,3,0,0,1.3,38.0
1158.0,71.57,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1206.5,62.37,2105.231,-168.0,9.999747,0,3,0,0,1.7,38.0
1314.5,56.42,983.1572,-140.0,9.999747,0,3,0,0,2.1,49.0
902.0,67.55,1319.5,-140.0,9.999747,0,3,0,0,0.4,38.0
885.0,65.81,339.5,-168.0,9.999747,0,3,0,0,-0.8,38.0
968.0,50.67,1875.789,-112.0,9.999747,0,3,0,0,2.9,49.0
1336.5,47.3,2548.0,-140.0,9.999747,0,3,0,0,4.2,49.0
1270.5,44.94,2632.0,-140.0,9.999747,0,3,0,0,4.8,49.0
1151.5,71.15,2215.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1145.0,40.86,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1250.0,44.14,2632.0,-140.0,9.999747,0,3,0,0,4.2,49.0
1132.0,48.68,2632.0,-112.0,9.999747,0,3,0,0,3.8,49.0
1413.5,59.69,2517.604,-196.0,9.999747,0,3,0,0,1.7,38.0
928.5,69.94,630.8222,-168.0,9.999747,0,3,0,0,0.4,38.0
1087.5,47.58,1493.147,-112.0,9.999747,0,3,0,0,5.0,49.0
905.0,67.07,1045.43,-162.0702,9.999747,0,3,0,0,-0.4,38.0
1030.0,52.75,560.837,-140.0,9.999747,0,3,0,0,0.0,49.0
895.0,66.4,1963.5,-161.2402,9.999747,0,3,0,0,1.0,38.0
1136.5,70.25,2383.5,-168.0,9.999747,0,3,0,0,2.5,38.0
1133.0,48.68,2632.0,-112.0,9.999747,0,3,0,0,3.8,49.0
1175.0,41.94,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
946.0,70.65,31.5,-168.0,9.999747,0,3,0,0,-1.3,38.0
1142.0,40.85,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
956.5,72.16,9.18457,-168.0,9.999747,0,3,0,0,0.4,38.0
952.5,70.8,303.9826,-168.0,9.999747,0,3,0,0,-1.3,38.0
919.5,68.43,1487.5,-140.0,9.999747,0,3,0,0,0.6,38.0
894.5,67.1,1263.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1157.0,71.8,1319.5,-168.0,9.999747,0,3,0,0,1.3,38.0
1179.0,72.91,1235.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1236.0,43.74,2631.247,-140.0,9.999747,0,3,0,0,4.8,49.0
1158.5,71.47,2299.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1238.0,52.38,2632.0,-140.0,9.999747,0,3,0,0,1.9,49.0
939.0,69.98,1235.5,-168.0,9.999747,0,3,0,0,0.4,38.0
961.0,49.3,2045.095,-168.0,9.999747,0,3,0,0,1.3,38.0
1159.0,71.6,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1009.0,75.21,0.0,-168.0,9.999747,0,3,0,0,-1.9,38.0
1165.0,72.08,1683.5,-168.0,9.999747,0,3,0,0,1.7,38.0
884.0,65.79,1024.818,-168.0,9.999747,0,3,0,0,0.4,38.0
909.5,67.86,1767.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1353.5,71.99,0.0,-196.0,9.999747,0,3,0,0,-3.8,49.0
907.5,67.36,1719.007,-140.0,9.999747,0,3,0,0,0.6,38.0
1122.5,58.31,983.5,-140.0,9.999747,0,3,0,0,0.6,49.0
1276.5,65.93,0.0,-168.0,9.999747,0,3,0,0,-3.8,49.0
898.0,67.07,1067.5,-140.0,9.999747,0,3,0,0,-0.4,38.0
906.0,67.65,1138.086,-168.0,9.999747,0,3,0,0,0.6,38.0
1336.5,39.25,2635.5,-140.0,9.999747,0,3,0,0,4.8,49.0
954.5,70.77,143.5,-168.0,9.999747,0,3,0,0,-1.3,38.0
1173.0,41.85,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1141.5,40.9,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1219.5,74.78,1246.76,-196.0,9.999747,0,3,0,0,-1.9,38.0
1379.0,84.94,0.0,-224.0,9.999747,0,3,0,0,-2.7,38.0
1293.0,45.38,2632.0,-140.0,9.999747,0,3,0,0,3.8,49.0
1156.0,71.42,2215.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1107.0,47.8,2635.5,-112.0,9.999747,0,3,0,0,4.0,49.0
930.5,69.22,1852.139,-168.0,9.999747,0,3,0,0,0.2,38.0
930.0,69.47,291.3968,-168.0,9.999747,0,3,0,0,-1.0,38.0
1344.0,68.65,2494.67,-196.0,9.999747,0,3,0,0,0.4,38.0
1374.5,85.22,0.0,-224.0,9.999747,0,3,0,0,0.0,38.0
1285.5,79.03,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1082.0,46.79,2635.5,-112.0,9.999747,0,3,0,0,4.0,49.0
887.0,66.23,1977.083,-140.0,9.999747,0,3,0,0,0.6,38.0
1213.5,74.24,2499.943,-168.0,9.999747,0,3,0,0,0.4,38.0
1174.5,60.56,2579.5,-168.0,9.999747,0,3,0,0,2.7,38.0
1194.5,42.27,2607.5,-112.0,9.999747,0,3,0,0,4.2,49.0
1134.0,68.63,2604.0,-168.0,9.999747,0,3,0,0,-1.7,38.0
1165.0,71.9,2243.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1164.0,71.92,2103.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1091.5,55.63,40.18005,-140.0,9.999747,0,3,0,0,-2.7,49.0
1268.0,78.0,0.0,-196.0,9.999747,0,3,0,0,-2.3,38.0
1338.5,56.25,1838.686,-140.0,9.999747,0,3,0,0,-0.6,49.0
1141.5,70.67,2327.5,-168.0,9.999747,0,3,0,0,2.3,38.0
1197.0,73.58,1345.997,-168.0,9.999747,0,3,0,0,-0.4,38.0
1243.0,77.0,0.0,-196.0,9.999747,0,3,0,0,-1.0,38.0
1194.5,88.93,0.0,-168.0,9.999747,0,3,0,0,-2.5,49.0
1258.5,45.22,309.8264,-153.0868,9.999747,0,3,0,0,4.0,49.0
1141.0,70.71,2411.5,-168.0,9.999747,0,3,0,0,2.3,38.0
1202.0,62.54,2593.712,-168.0,9.999747,0,3,0,0,3.1,38.0
892.5,65.29,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
1188.0,50.8,2607.5,-140.0,9.999747,0,3,0,0,3.8,49.0
1164.0,71.39,2299.5,-168.0,9.999747,0,3,0,0,1.7,38.0
