,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
5888,-118.33,34.15,44.0,,303.0,471.0,,4.2679,
5889,-118.34,34.15,,,756.0,1190.0,695.0,3.5637,497400.0
5890,-118.34,34.15,16.0,,377.0,625.0,,4.0893,450000.0
5891,-118.34,34.16,25.0,,1763.0,,1644.0,3.6486,246900.0
5892,-118.32,34.17,45.0,,690.0,,643.0,4.0648,
5893,-118.31,34.16,,,665.0,,,3.2112,349300.0
5894,-118.32,34.16,49.0,1074.0,170.0,403.0,,6.2547,366700.0
5895,,34.17,,,356.0,,,2.9306,279300.0
5896,-118.33,34.16,23.0,,428.0,,380.0,3.4016,234600.0
5897,-118.32,34.16,,2345.0,453.0,,,4.3173,278300.0
5898,,34.17,,1353.0,398.0,,,3.1551,205000.0
5899,,,37.0,,446.0,,,3.9464,315000.0
5900,-118.31,34.17,,,931.0,2118.0,850.0,3.1823,218300.0
5901,-118.31,,,2910.0,917.0,,873.0,2.4074,219400.0
5902,-118.43,34.3,33.0,,498.0,,,4.0223,146000.0
5903,-118.43,34.3,,,313.0,,,3.6023,161800.0
5904,-118.43,,39.0,,410.0,1499.0,,3.1212,153500.0
5905,,34.29,34.0,,326.0,,313.0,,
5906,,34.3,,,61.0,246.0,,,
5907,-118.44,34.29,,2606.0,447.0,,404.0,4.6864,
5908,-118.43,34.29,,1704.0,347.0,,,2.865,155500.0
5909,-118.43,34.29,38.0,,298.0,1073.0,293.0,3.6726,154600.0
5910,-118.43,34.29,50.0,,265.0,1196.0,,3.2095,167000.0
5911,-118.43,34.28,27.0,,280.0,,,2.3724,154200.0
5912,,34.29,32.0,1260.0,382.0,,,2.0286,122900.0
5913,,34.29,30.0,,401.0,,,3.1588,
5914,-118.45,34.29,30.0,,228.0,,,2.3375,154200.0
5915,-118.44,34.28,32.0,,146.0,582.0,,1.7708,138800.0
5916,,34.28,46.0,,11.0,24.0,,2.875,
5917,-118.44,,,944.0,244.0,,,1.9688,144100.0
5918,,34.28,,,194.0,,,3.3687,
5919,,34.28,,1156.0,305.0,,,,137100.0
5920,-118.45,,,2602.0,638.0,2780.0,,2.7155,
5921,,,17.0,,2370.0,,2312.0,7.9068,
5922,-117.73,34.12,26.0,1279.0,163.0,412.0,,6.1731,293800.0
5923,-117.78,34.13,18.0,7798.0,1161.0,,,5.8819,
5924,,34.13,8.0,16759.0,2274.0,7249.0,,7.4837,
5925,-117.8,34.15,,,1253.0,3699.0,,5.5423,248700.0
5926,-117.8,34.11,,,821.0,2654.0,,4.7969,
5927,,34.1,17.0,5153.0,1164.0,2949.0,,3.5603,174600.0
5928,-117.8,,13.0,,495.0,1187.0,,,161700.0
5929,-117.79,,,2426.0,426.0,,446.0,4.8125,224500.0
5930,-117.79,34.11,,,721.0,,,,
5931,-117.83,34.14,26.0,,1153.0,,,6.5253,
5932,,34.15,,,306.0,,,8.0683,451500.0
5933,-117.82,,,3770.0,573.0,,,6.1321,309700.0
5934,-117.84,34.13,26.0,,694.0,2103.0,,4.6937,198000.0
5935,-117.87,34.15,,,735.0,,,8.2827,451400.0
5936,-117.93,,14.0,,2005.0,,,,156800.0
5937,,,21.0,,461.0,,,3.3942,212800.0
5938,-117.9,34.14,29.0,,457.0,1187.0,,3.8365,
5939,-117.9,34.14,35.0,,505.0,,509.0,3.3043,155500.0
5940,,34.14,42.0,,485.0,,,2.2442,166700.0
5941,-117.89,34.14,15.0,,967.0,,,3.3654,
5942,-117.88,34.14,23.0,,322.0,,,,355500.0
5943,-117.88,,32.0,,365.0,,,3.875,186700.0
5944,-117.88,34.13,33.0,,718.0,2106.0,,,
5945,,34.14,35.0,,429.0,1251.0,,,297200.0
5946,,34.14,35.0,,248.0,654.0,,4.9091,
5947,-117.86,34.14,33.0,,363.0,1098.0,,6.2089,
5948,,34.15,37.0,2655.0,415.0,,401.0,5.4224,
5949,-117.86,34.14,,,667.0,,,3.1905,235300.0
5950,-117.87,34.14,30.0,2495.0,586.0,1139.0,,2.9375,209200.0
5951,,34.13,31.0,,318.0,,,4.3145,233000.0
5952,,34.12,,,1033.0,2524.0,,3.0448,192100.0
5953,-117.86,34.13,33.0,,428.0,1269.0,,4.636,245500.0
5954,,34.13,40.0,1304.0,280.0,,,2.588,209500.0
5955,,34.13,,630.0,145.0,,148.0,3.4107,
5956,-117.87,34.13,,1741.0,373.0,,,,
5957,-117.87,,,,413.0,,,,
5958,-117.82,,26.0,3118.0,528.0,,,5.27,209400.0
5959,-117.84,34.12,25.0,,566.0,1722.0,,4.8304,
5960,-117.83,,,,437.0,,,4.9844,203000.0
5961,-117.84,34.11,17.0,3499.0,621.0,,621.0,,191700.0
5962,-117.84,34.12,,2026.0,,,,4.392,
5963,,34.11,25.0,,1659.0,,,4.5708,223000.0
5964,-117.81,,13.0,18448.0,2474.0,,,7.7876,348900.0
5965,-117.81,,23.0,,1176.0,,,,192600.0
5966,-117.81,,21.0,,808.0,,,3.6201,150400.0
5967,,34.1,19.0,,399.0,,,3.8929,144600.0
5968,,34.1,18.0,,1978.0,5407.0,,4.075,
5969,-117.76,34.1,28.0,4086.0,871.0,,,2.621,202200.0
5970,,34.09,32.0,,516.0,,,,
5971,,34.1,26.0,1664.0,344.0,,339.0,3.5192,190500.0
5972,-117.76,34.12,,,1509.0,3575.0,1486.0,4.2415,275700.0
5973,-117.77,34.12,15.0,,770.0,,,4.4609,
5974,-117.76,,22.0,,954.0,2874.0,,3.9825,180500.0
5975,-117.77,34.1,,2388.0,494.0,,,2.8818,167200.0
5976,-117.77,34.11,28.0,1998.0,414.0,,,3.75,180900.0
5977,-117.78,34.11,23.0,7079.0,1381.0,,,3.0735,212300.0
5978,,34.11,,,566.0,1391.0,,5.3637,214700.0
5979,-117.75,34.12,25.0,,998.0,2243.0,,4.3148,240700.0
5980,-117.74,34.1,26.0,,604.0,,,2.6779,136000.0
5981,,,29.0,2742.0,488.0,,,3.5072,121900.0
5982,-117.75,,,,2174.0,,,,156800.0
5983,,34.12,,,1893.0,4952.0,,5.6785,
5984,,34.12,26.0,,894.0,2487.0,,6.2089,261800.0
5985,-117.71,34.1,41.0,,130.0,,,2.2813,125000.0
5986,-117.71,,52.0,567.0,152.0,,,1.875,
5987,-117.72,34.1,52.0,,496.0,,,3.1477,291200.0
5988,-117.72,,32.0,,895.0,,,2.4952,181800.0
5989,-117.72,34.1,46.0,2477.0,458.0,,455.0,5.5,
5990,-117.73,,37.0,,,,,5.8891,226000.0
5991,-117.71,34.09,36.0,,476.0,,,4.1739,158700.0
5992,,34.08,26.0,,494.0,1411.0,465.0,4.2639,154200.0
5993,-117.72,,,1473.0,328.0,,299.0,3.2566,151800.0
5994,,34.09,33.0,4979.0,934.0,2575.0,,3.7958,152500.0
5995,-117.73,,,,496.0,,,2.4375,
5996,,34.09,36.0,1543.0,297.0,,303.0,3.5313,117800.0
5997,,,33.0,,265.0,,,2.9063,115200.0
5998,-117.74,34.09,,3199.0,591.0,2192.0,,3.4871,
5999,-117.75,,,,523.0,,493.0,,135100.0
6000,-117.75,,,1067.0,194.0,600.0,,4.0368,139100.0
6001,-117.75,,,,556.0,1672.0,,4.2143,146900.0
6002,-117.76,34.08,37.0,2263.0,502.0,1677.0,,2.9388,
6003,,,,,932.0,,,6.0434,214800.0
6004,,34.07,,,652.0,,,2.8661,124000.0
6005,,34.07,29.0,,662.0,2452.0,633.0,3.0638,113600.0
6006,-117.75,34.07,52.0,,348.0,1131.0,,2.63,127300.0
6007,,,,,394.0,,388.0,2.3156,109800.0
6008,,34.07,,,247.0,,,2.8594,127200.0
6009,,34.06,33.0,,486.0,,472.0,1.9937,103600.0
6010,,34.06,,,108.0,384.0,,1.9583,92600.0
6011,-117.77,34.06,27.0,,629.0,2379.0,,1.9766,108000.0
6012,,34.07,18.0,3610.0,772.0,2899.0,765.0,3.9784,113500.0
6013,,,,,491.0,1807.0,478.0,2.2258,114800.0
6014,-117.79,34.07,,,333.0,,,3.7583,116300.0
6015,-117.79,34.07,,975.0,192.0,,,3.7933,
6016,-117.78,,33.0,,272.0,964.0,,2.4464,
6017,-117.78,34.05,39.0,,590.0,,,3.9224,131300.0
6018,,34.05,5.0,,1178.0,2485.0,,4.1118,125900.0
6019,-117.8,,34.0,,,1325.0,,3.6298,108500.0
6020,-117.82,34.05,21.0,,923.0,2558.0,,3.1641,
6021,-117.76,,30.0,,504.0,1719.0,,2.227,91900.0
6022,-117.76,34.05,,,819.0,,782.0,1.9029,98000.0
6023,-117.75,,35.0,1293.0,339.0,,,1.6645,93300.0
6024,-117.76,,36.0,,1004.0,,942.0,2.3859,116200.0
6025,-117.74,34.08,35.0,1613.0,298.0,,,3.4398,
6026,-117.74,,,,553.0,,509.0,3.0294,
6027,-117.74,34.06,48.0,,599.0,1508.0,548.0,2.8983,129200.0
6028,,34.07,,,316.0,947.0,328.0,4.2415,140100.0
6029,-117.75,34.07,,1279.0,213.0,,,5.2269,161000.0
6030,-117.75,34.07,52.0,,586.0,,,1.6006,146200.0
6031,,34.08,,,491.0,1761.0,,3.2481,
6032,-117.72,34.07,,,740.0,2580.0,,3.7321,134200.0
6033,-117.73,34.08,28.0,,1069.0,,,3.8438,130800.0
6034,-117.73,,34.0,,725.0,2716.0,759.0,4.1339,135000.0
6035,-117.72,34.06,,,654.0,,569.0,1.9643,113200.0
6036,,34.06,34.0,344.0,108.0,,,3.1786,117800.0
6037,-117.73,,51.0,,115.0,368.0,,,98800.0
6038,-117.73,34.07,,,489.0,,,2.3406,
6039,-117.73,34.07,33.0,1025.0,261.0,,269.0,2.2596,119400.0
6040,,34.05,36.0,,243.0,,233.0,2.8929,118100.0
6041,,,,,771.0,,,2.0734,113300.0
6042,-117.74,34.05,30.0,1185.0,317.0,,,2.625,94300.0
6043,-117.74,34.05,29.0,,700.0,3029.0,665.0,2.1354,
6044,,34.05,27.0,852.0,237.0,1024.0,,2.1141,110900.0
6045,,34.05,46.0,1480.0,358.0,,348.0,1.9718,110600.0
6046,-117.73,34.04,26.0,,814.0,,,3.15,129700.0
6047,-117.73,34.03,,1967.0,378.0,1459.0,,3.0375,118100.0
6048,,34.02,,,464.0,1904.0,,3.7454,116400.0
6049,,,27.0,2215.0,440.0,1987.0,,3.0429,129600.0
6050,-117.74,34.03,27.0,,809.0,,,,123300.0
6051,,34.04,22.0,2948.0,636.0,,,3.125,
6052,-117.76,34.04,,,,,,2.8347,
6053,,34.04,36.0,,448.0,,,3.4464,113000.0
6054,,34.0,,2712.0,402.0,1389.0,377.0,5.6513,227900.0
6055,-117.86,,10.0,,2812.0,,2666.0,6.3875,310700.0
6056,-117.8,34.03,25.0,,643.0,,,6.2384,247600.0
6057,-117.78,34.03,8.0,,5290.0,15507.0,,6.0191,253900.0
6058,,34.01,16.0,,1650.0,,,5.0111,212900.0
6059,-117.8,34.02,23.0,,591.0,1535.0,,5.0869,230600.0
6060,-117.81,34.01,,9197.0,1642.0,,,4.9589,282100.0
6061,-117.79,34.02,5.0,,2862.0,9427.0,2777.0,6.4266,315600.0
6062,-117.84,34.0,,,117.0,,,6.8758,253800.0
6063,-117.83,33.99,14.0,17527.0,2751.0,,,6.2734,267000.0
6064,-117.84,,,,557.0,1993.0,,6.1076,221200.0
6065,-117.83,33.97,11.0,,3078.0,,,7.0329,368300.0
6066,-117.87,34.04,7.0,27700.0,4179.0,,,6.6288,339700.0
6067,,34.02,19.0,,937.0,,,5.9716,
6068,-117.86,34.01,16.0,,,,,5.1762,
6069,,34.02,16.0,3552.0,575.0,2120.0,,6.4333,271500.0
6070,-117.84,34.04,,,1544.0,,,6.9754,
6071,-117.85,34.06,24.0,3128.0,497.0,,,7.5286,462700.0
6072,,34.08,23.0,,166.0,,,8.105,386200.0
6073,,34.07,,,101.0,,,,500001.0
6074,-117.86,34.08,31.0,2524.0,349.0,,,7.5196,380900.0
6075,-117.87,34.08,33.0,,716.0,2037.0,,5.6015,
6076,-117.87,34.07,21.0,4723.0,882.0,,768.0,3.8167,
6077,-117.85,34.1,,,944.0,2315.0,884.0,4.51,
6078,,34.09,29.0,3855.0,585.0,,,5.5496,218200.0
6079,-117.85,34.09,,4556.0,639.0,,,6.4667,263900.0
6080,-117.86,34.09,26.0,,542.0,,,6.1498,239100.0
6081,-117.87,34.1,25.0,,477.0,1084.0,,3.775,191700.0
6082,,34.09,31.0,1484.0,327.0,,317.0,3.6484,189600.0
6083,-117.88,34.1,32.0,,621.0,,,4.2685,216600.0
6084,-117.89,34.09,36.0,,320.0,,,5.5629,188300.0
6085,-117.87,,,,191.0,,,5.2405,220000.0
6086,,34.08,,,800.0,,,3.2469,206900.0
6087,-117.88,34.09,,,790.0,2223.0,,3.5109,186000.0
6088,-117.86,34.1,,2535.0,490.0,1327.0,,3.5977,
6089,,34.1,,,197.0,588.0,196.0,5.0832,196900.0
6090,-117.87,34.1,15.0,,1363.0,3359.0,,3.875,173300.0
6091,-117.84,,17.0,,1624.0,,1526.0,3.8465,180700.0
6092,,34.11,,,403.0,,,3.1133,180600.0
6093,-117.87,34.12,33.0,,361.0,,,4.2454,183800.0
6094,-117.88,,33.0,,274.0,,,5.1708,158500.0
6095,-117.88,34.12,34.0,,165.0,,,4.0417,
6096,,34.12,34.0,,220.0,772.0,,3.8571,
6097,,34.11,23.0,,819.0,2105.0,737.0,4.6556,199600.0
6098,-117.87,,34.0,,211.0,799.0,228.0,4.5234,192200.0
6099,-117.88,,30.0,,602.0,2008.0,,4.1411,182700.0
6100,-117.89,,35.0,,241.0,,,4.9239,168800.0
6101,,34.12,35.0,1574.0,276.0,1088.0,,4.0938,165300.0
6102,-117.89,,,,147.0,,153.0,4.5221,
6103,,34.11,18.0,,670.0,1751.0,,3.2383,
6104,-117.89,34.12,,,272.0,,,3.9934,141900.0
6105,-117.89,34.12,35.0,,321.0,,,4.05,141300.0
6106,-117.89,34.11,27.0,2434.0,535.0,1623.0,498.0,3.6875,
6107,-117.9,,37.0,,255.0,,,4.2019,140100.0
6108,-117.88,34.13,25.0,,654.0,,623.0,2.8547,155600.0
6109,-117.88,34.12,36.0,2029.0,351.0,1327.0,,4.1836,164300.0
6110,,34.13,,,386.0,,,4.1995,147400.0
6111,-117.9,34.13,,,856.0,,,2.6619,
6112,-117.9,34.13,32.0,1640.0,391.0,,,2.6292,
6113,-117.9,34.13,,1126.0,316.0,,311.0,1.5,139800.0
6114,-117.9,34.13,37.0,,422.0,,,3.1597,133000.0
6115,-117.9,,33.0,,456.0,,,,124100.0
6116,-117.9,34.12,,1555.0,361.0,1571.0,,4.0529,138200.0
6117,-117.9,,35.0,,194.0,804.0,221.0,3.3322,151400.0
6118,-117.91,34.13,34.0,,328.0,,,2.2132,138500.0
6119,,34.13,42.0,,398.0,1526.0,,2.8643,132600.0
6120,-117.91,34.12,41.0,,578.0,2259.0,592.0,3.7846,145500.0
6121,-117.91,34.12,,1391.0,309.0,,298.0,4.1944,
6122,-117.92,34.12,32.0,2552.0,576.0,2161.0,,2.9459,144400.0
6123,,34.12,36.0,294.0,67.0,,,3.5385,
6124,,,,,1316.0,,,2.1667,142600.0
6125,-117.91,34.11,,,684.0,2396.0,,3.525,
6126,-117.92,34.11,24.0,,695.0,,,3.2202,126200.0
6127,-117.94,34.1,31.0,,254.0,,,3.3625,153400.0
6128,,34.11,18.0,123.0,28.0,,,3.0417,137500.0
6129,-117.99,34.08,11.0,,527.0,,,,141000.0
6130,,,31.0,,369.0,1548.0,347.0,3.4327,
6131,-117.98,,,3543.0,888.0,3131.0,,3.0184,139400.0
6132,-117.98,34.07,28.0,441.0,106.0,504.0,,2.9107,152500.0
6133,,,,,616.0,2660.0,595.0,2.564,145800.0
6134,-118.0,34.07,34.0,,,,,2.25,138500.0
6135,-117.99,,35.0,,360.0,,,2.4911,145900.0
6136,-117.99,,,1032.0,207.0,,191.0,2.8906,134800.0
6137,-117.97,,8.0,2027.0,480.0,,,3.0806,142400.0
6138,-117.97,34.08,30.0,,474.0,1961.0,,3.3261,
6139,-117.96,34.07,32.0,2910.0,709.0,,,3.7736,158400.0
6140,-117.97,34.07,20.0,2063.0,496.0,,,3.2,
6141,-117.97,34.07,22.0,1438.0,364.0,1325.0,,2.7802,162500.0
6142,-117.98,34.08,,3640.0,830.0,,,3.4784,152200.0
6143,-117.98,34.1,22.0,,1209.0,,,3.7727,159700.0
6144,-117.98,34.09,31.0,3073.0,617.0,,,3.5,161300.0
6145,-117.97,34.09,,,761.0,,,4.1304,160500.0
6146,-117.95,34.11,29.0,,448.0,,,,
6147,-117.96,34.1,35.0,4036.0,904.0,,,3.2957,
6148,,34.1,33.0,,316.0,1600.0,,2.9712,
6149,-117.97,34.1,26.0,1399.0,277.0,,276.0,,
6150,-117.96,34.09,30.0,2686.0,613.0,,,3.4427,
6151,-117.96,34.09,,,534.0,,,3.1621,131000.0
6152,-117.96,34.1,30.0,2775.0,657.0,2847.0,,3.2266,141800.0
6153,-117.97,34.09,,2779.0,639.0,2259.0,,3.4032,143400.0
6154,,34.09,,,484.0,,,2.8375,166500.0
6155,,,34.0,,476.0,,448.0,3.125,154100.0
6156,-117.95,,,,324.0,,,2.851,140600.0
6157,-117.96,,39.0,1076.0,338.0,,,2.2679,151800.0
6158,-117.96,34.08,33.0,4151.0,850.0,,848.0,3.1912,159900.0
6159,-117.96,34.08,,,552.0,,,3.9741,
6160,-117.94,34.09,,,675.0,,,2.1062,
6161,-117.94,34.08,32.0,,514.0,,497.0,4.4653,195400.0
6162,-117.94,34.08,34.0,,476.0,,,4.064,201200.0
6163,-117.94,,,2393.0,417.0,1336.0,,4.87,187700.0
6164,,,37.0,,203.0,672.0,,3.2969,
6165,-117.95,34.07,37.0,,399.0,,378.0,4.1172,176500.0
6166,-117.93,34.09,34.0,2192.0,431.0,,,3.9861,
6167,-117.93,34.09,35.0,,153.0,,163.0,4.2062,161300.0
6168,,34.09,,,353.0,1093.0,,,165500.0
6169,,34.09,37.0,1185.0,225.0,,,4.4625,154200.0
6170,,34.08,36.0,1285.0,228.0,,,3.8705,
6171,,,35.0,,408.0,,,4.1312,185200.0
6172,,34.07,,,305.0,,,3.3977,188800.0
6173,-117.93,34.08,36.0,1371.0,246.0,806.0,,,187100.0
6174,-117.93,,35.0,,128.0,,,3.9583,206000.0
6175,-117.93,34.08,36.0,,285.0,,,4.3947,197000.0
6176,,34.08,,1788.0,317.0,,320.0,4.125,
6177,-117.91,,,,452.0,1170.0,445.0,,217100.0
6178,-117.91,,,1443.0,266.0,861.0,,3.5795,186900.0
6179,-117.92,34.08,36.0,,251.0,,,4.2986,189600.0
6180,-117.92,,35.0,,323.0,1011.0,305.0,3.5536,
6181,,34.08,,,311.0,,,5.7039,199400.0
6182,-117.91,34.1,,,722.0,,,3.2813,
6183,-117.91,34.09,,4327.0,1037.0,,,3.0441,185400.0
6184,,,,1810.0,318.0,1164.0,332.0,5.0123,165700.0
6185,,34.1,33.0,1921.0,397.0,1492.0,393.0,4.375,
6186,-117.9,34.1,31.0,,653.0,,,3.7083,166000.0
6187,-117.91,34.1,35.0,,478.0,1779.0,501.0,4.25,
6188,,34.1,,,603.0,1933.0,561.0,,160700.0
6189,-117.89,34.1,27.0,,728.0,1762.0,,2.9437,180400.0
6190,,34.1,35.0,,544.0,,564.0,3.8304,
6191,-117.89,,34.0,,411.0,1456.0,,3.125,168600.0
6192,-117.9,34.1,,,475.0,,483.0,4.5655,176600.0
6193,-117.9,34.09,34.0,,272.0,,,4.125,220800.0
6194,-117.9,34.08,,2068.0,356.0,,,5.212,201200.0
6195,-117.89,34.09,37.0,,280.0,,,2.4167,181300.0
6196,-117.89,,35.0,,330.0,,319.0,2.3971,188900.0
6197,,34.09,,,394.0,,375.0,3.4453,176700.0
6198,-117.9,34.09,39.0,1726.0,333.0,,335.0,,191800.0
6199,-117.88,,,,1538.0,3147.0,1449.0,2.7763,187800.0
6200,-117.89,34.08,35.0,,335.0,825.0,,3.5,
6201,,,25.0,,489.0,,,3.1949,207400.0
6202,-117.89,34.07,,,450.0,1580.0,427.0,3.8837,200300.0
6203,-117.9,34.08,,5482.0,1251.0,3426.0,,3.2943,204400.0
6204,-117.87,34.06,25.0,,470.0,1525.0,,10.1248,428500.0
6205,-117.88,,23.0,,1124.0,,,5.9254,491200.0
6206,-117.9,34.06,35.0,,194.0,,209.0,7.5,287200.0
6207,,34.06,33.0,1701.0,290.0,,,5.4469,
6208,,34.06,33.0,,209.0,,,5.6406,266200.0
6209,,,,1439.0,261.0,,,3.9808,188600.0
6210,-117.9,34.07,35.0,,294.0,1056.0,,3.055,172000.0
6211,-117.89,34.07,,,137.0,392.0,,4.5179,218800.0
6212,-117.9,34.06,,2956.0,469.0,1488.0,,,
6213,-117.9,34.07,,,164.0,,,5.8519,249400.0
6214,,,,,270.0,887.0,266.0,5.0897,189000.0
6215,,34.07,,,561.0,,549.0,4.5594,
6216,-117.92,,34.0,,609.0,1718.0,558.0,3.5547,197600.0
6217,,34.07,,,207.0,,,4.7708,
6218,-117.92,34.07,29.0,,399.0,1052.0,,,195500.0
6219,-117.91,34.06,29.0,,521.0,,513.0,,218300.0
6220,-117.91,34.05,35.0,,,,,,211100.0
6221,-117.92,34.06,,2894.0,467.0,,,5.184,224900.0
6222,-117.93,,37.0,,262.0,,,5.4635,202100.0
6223,-117.93,34.06,35.0,,183.0,628.0,,3.9375,
6224,,34.05,36.0,,221.0,848.0,244.0,4.1731,
6225,,,32.0,,623.0,,,4.2926,190700.0
6226,-117.92,,38.0,175.0,22.0,129.0,20.0,9.7066,182500.0
6227,-117.93,34.06,,3342.0,688.0,,,3.4596,202800.0
6228,-117.95,34.05,34.0,,227.0,,,5.8722,
6229,-117.94,34.06,32.0,,662.0,,,,
6230,,34.06,34.0,,422.0,,,3.6648,193900.0
6231,,,36.0,1207.0,209.0,,,5.3559,207300.0
6232,-117.94,,25.0,,404.0,1187.0,,3.3523,170800.0
6233,-117.95,,37.0,,260.0,951.0,,3.2083,195200.0
6234,-117.95,34.06,,2252.0,,,,4.6312,184800.0
6235,,34.07,35.0,2819.0,529.0,,485.0,4.6118,191700.0
6236,,34.06,34.0,,381.0,1464.0,,4.4102,183200.0
6237,-117.96,34.06,31.0,2017.0,462.0,,,2.067,167300.0
6238,-117.97,,33.0,1452.0,268.0,1274.0,,,162700.0
6239,,34.06,34.0,,684.0,2786.0,,4.0469,166800.0
6240,,34.06,33.0,1353.0,228.0,,,4.5417,160300.0
6241,-117.97,34.06,,,,,497.0,3.2413,155500.0
6242,,,,2391.0,407.0,,,4.0274,160700.0
6243,,34.05,,,426.0,,,3.7454,156900.0
6244,,,,1792.0,317.0,,,3.7917,
6245,-117.97,34.05,33.0,,422.0,1727.0,,2.8438,
6246,,34.05,,931.0,160.0,,,3.1667,158000.0
6247,-117.97,,36.0,,206.0,763.0,,3.5179,161400.0
6248,-117.97,34.05,34.0,,495.0,,,2.8333,
6249,-117.98,34.05,33.0,,315.0,,,4.1429,159800.0
6250,,34.04,,,537.0,,498.0,3.4722,154600.0
6251,-117.97,,32.0,1507.0,295.0,1326.0,,4.119,163300.0
6252,,34.04,28.0,,417.0,,388.0,2.5192,157300.0
6253,-117.96,34.03,35.0,,,,,3.4115,150400.0
6254,,34.03,35.0,1623.0,331.0,,,3.9803,152600.0
6255,,34.03,33.0,,326.0,,,3.7578,
6256,,,,804.0,159.0,,,2.7361,145700.0
6257,-117.96,34.05,,,263.0,,268.0,4.6364,163100.0
6258,-117.96,34.05,36.0,1475.0,270.0,,284.0,3.0904,
6259,-117.95,,35.0,,276.0,,,4.375,156500.0
6260,-117.95,34.04,36.0,,200.0,982.0,205.0,4.7679,
6261,-117.96,34.04,35.0,,212.0,,212.0,3.1591,148300.0
6262,-117.96,34.04,33.0,1458.0,268.0,,,4.7955,158100.0
6263,-117.96,,34.0,,265.0,,,4.025,146900.0
6264,,34.05,32.0,,,1385.0,,3.7258,
6265,-117.94,34.05,34.0,,324.0,1341.0,324.0,3.7708,163500.0
6266,-117.94,34.04,,,354.0,,,3.5592,
6267,,34.04,,,274.0,,,3.8409,163000.0
6268,,34.05,34.0,,304.0,,300.0,3.3409,161200.0
6269,,,31.0,,539.0,2028.0,,3.494,
6270,,34.04,33.0,,331.0,,,3.8864,158900.0
6271,-117.95,34.04,,,846.0,2296.0,,2.274,150800.0
6272,,34.03,,,289.0,1112.0,,3.83,149000.0
6273,-117.94,34.03,35.0,,249.0,1015.0,,4.0521,
6274,-117.95,34.03,33.0,,394.0,,376.0,,157900.0
6275,-117.93,,,,836.0,3883.0,,2.1863,157600.0
6276,-117.93,34.01,,,361.0,,,4.2266,153800.0
6277,,,27.0,,955.0,,,3.871,162900.0
6278,-117.95,,19.0,,258.0,900.0,,3.875,135600.0
6279,,34.02,,1919.0,411.0,,,,144100.0
6280,,,35.0,,233.0,,,4.1118,157300.0
6281,,34.03,32.0,,375.0,,,3.975,162400.0
6282,-117.92,34.03,35.0,,306.0,,,3.9219,
6283,,,35.0,,399.0,1694.0,,3.8581,
6284,,34.03,,,446.0,1837.0,431.0,4.7917,164500.0
6285,-117.93,34.04,23.0,6361.0,1168.0,,,4.9342,181000.0
6286,,34.04,30.0,1336.0,239.0,,,4.8854,178100.0
6287,-117.9,34.04,15.0,,2185.0,,,4.5554,278300.0
6288,-117.9,,33.0,629.0,76.0,,,7.6286,330400.0
6289,,34.04,,,1761.0,5278.0,,4.6324,168800.0
6290,-117.92,34.05,36.0,,419.0,,,4.6587,161900.0
6291,-117.88,34.01,,6756.0,1332.0,,,4.7589,
6292,-117.88,34.0,21.0,5459.0,1086.0,3394.0,1087.0,3.6308,192100.0
6293,-117.89,34.01,23.0,,955.0,3881.0,,3.6275,
6294,,34.01,,1702.0,381.0,,,3.7917,131100.0
6295,-117.9,34.01,,,472.0,2079.0,494.0,3.9702,141400.0
6296,,34.02,,,1384.0,4349.0,1229.0,3.2799,199300.0
6297,-117.9,,,,2486.0,,,5.0704,226200.0
6298,,34.02,,,,,1251.0,3.8201,136200.0
6299,-117.92,34.01,35.0,,634.0,,615.0,3.375,127200.0
6300,-117.98,34.04,,1468.0,310.0,,,3.75,190600.0
6301,,34.02,33.0,,124.0,,,2.375,
6302,-117.98,34.03,21.0,,162.0,,166.0,2.625,191100.0
6303,-117.9,33.99,18.0,,1789.0,5325.0,,3.443,
6304,,,,,30.0,,35.0,3.8125,136300.0
6305,-117.88,34.0,32.0,265.0,51.0,,,3.9375,187500.0
6306,-117.89,33.99,,,618.0,1784.0,,4.0324,211300.0
6307,-117.87,33.99,21.0,2837.0,515.0,,555.0,4.9271,
6308,-118.01,34.05,,,172.0,,173.0,3.8125,
6309,-117.99,,30.0,,959.0,,,3.185,168300.0
6310,-118.02,34.04,27.0,,1001.0,,,5.065,215400.0
6311,-118.0,34.03,,6909.0,1154.0,,,5.257,
6312,-117.98,34.02,,,651.0,2044.0,,3.1979,183900.0
6313,,,,3512.0,632.0,,,4.4653,193200.0
6314,-117.98,34.01,27.0,,418.0,1344.0,,5.7057,262100.0
6315,-117.99,,26.0,,397.0,,,6.6988,
6316,-118.02,34.02,21.0,,986.0,,,5.2405,302400.0
6317,-117.97,34.01,33.0,,700.0,,,3.7459,
6318,,34.01,33.0,2006.0,381.0,1410.0,,3.7083,165500.0
6319,-117.97,,28.0,1983.0,375.0,,,,179000.0
6320,,33.99,22.0,,982.0,2613.0,,4.7332,
6321,-117.98,34.0,22.0,,538.0,,566.0,6.019,324900.0
6322,,,26.0,3343.0,455.0,,,7.0778,334300.0
6323,,,27.0,,346.0,,333.0,6.2217,333500.0
6324,,33.98,,,1144.0,,,6.9695,360400.0
6325,-117.95,34.0,34.0,,468.0,1858.0,,4.1328,176300.0
6326,-117.96,34.0,33.0,,952.0,,,4.4038,186700.0
